InstrumentID,FromDate,Open,High,Low,Close
18,2020-03-04T16:03:00Z,1643.36,1643.36,1643.36,1643.36
18,2020-03-04T16:02:00Z,1643.28,1644.03,1643.05,1643.48
18,2020-03-04T16:01:00Z,1642.34,1643.34,1641.45,1643.34
18,2020-03-04T16:00:00Z,1642.69,1642.73,1642.03,1642.43
18,2020-03-04T15:58:00Z,1642.53,1642.94,1642.16,1642.35
18,2020-03-04T15:57:00Z,1642.8,1642.8,1642.24,1642.55
18,2020-03-04T15:56:00Z,1641.82,1642.88,1641.82,1642.86
18,2020-03-04T15:55:00Z,1641.4,1642.33,1641.08,1641.85
18,2020-03-04T15:54:00Z,1640.88,1641.16,1640.76,1641.08
18,2020-03-04T15:53:00Z,1640.36,1641.09,1640.19,1640.88
18,2020-03-04T15:52:00Z,1640.8,1640.8,1639.94,1640.36
18,2020-03-04T15:51:00Z,1641.02,1641.02,1640.54,1640.9
18,2020-03-04T15:50:00Z,1640.94,1641.44,1640.88,1641.2
18,2020-03-04T15:49:00Z,1640.43,1641.05,1640.43,1640.88
18,2020-03-04T15:48:00Z,1641.28,1641.36,1640.3,1640.33
18,2020-03-04T15:47:00Z,1640.61,1641.52,1640.61,1641.51
18,2020-03-04T15:46:00Z,1640.51,1640.61,1640.14,1640.45
18,2020-03-04T15:45:00Z,1640.36,1640.63,1639.93,1640.52
18,2020-03-04T15:44:00Z,1640.72,1640.83,1640.14,1640.46
18,2020-03-04T15:43:00Z,1640.11,1640.75,1639.87,1640.68
18,2020-03-04T15:42:00Z,1639.55,1640.37,1639.55,1640.14
18,2020-03-04T15:41:00Z,1638.63,1639.63,1638.52,1639.55
18,2020-03-04T15:40:00Z,1638.25,1638.88,1637.97,1638.64
18,2020-03-04T15:39:00Z,1639.03,1639.03,1638.06,1638.17
18,2020-03-04T15:38:00Z,1638.61,1638.95,1638.45,1638.94
18,2020-03-04T15:37:00Z,1638.08,1639.22,1638.06,1638.85
18,2020-03-04T15:36:00Z,1638.53,1638.79,1638.05,1638.05
18,2020-03-04T15:35:00Z,1638.86,1639.05,1638.5,1638.5
18,2020-03-04T15:34:00Z,1638.88,1639.06,1638.49,1638.87
18,2020-03-04T15:33:00Z,1638.86,1639.24,1638.61,1638.83
18,2020-03-04T15:32:00Z,1638.81,1639.81,1638.72,1638.84
18,2020-03-04T15:31:00Z,1637.55,1638.85,1637.55,1638.6
18,2020-03-04T15:30:00Z,1636.94,1637.92,1636.79,1637.72
18,2020-03-04T15:29:00Z,1637.31,1637.34,1636.83,1636.98
18,2020-03-04T15:28:00Z,1637.58,1637.99,1636.95,1637.34
18,2020-03-04T15:27:00Z,1637.91,1638.09,1636.99,1637.55
18,2020-03-04T15:26:00Z,1637.73,1638.35,1637.58,1637.93
18,2020-03-04T15:25:00Z,1638.37,1638.58,1637.58,1637.72
18,2020-03-04T15:24:00Z,1639.42,1639.75,1638.22,1638.36
18,2020-03-04T15:23:00Z,1639.58,1639.64,1639.03,1639.43
18,2020-03-04T15:22:00Z,1638.94,1639.84,1638.73,1639.63
18,2020-03-04T15:21:00Z,1638.63,1639.44,1638.31,1639.0
